Created,Duration,PlayedDuration,FileName,IsPlayInterrupted,PassengerCount,PlayStarted,PlayStopped,ResourceId,Route,StartedLatitude,StartedLongitude,StoppedLatitude,StoppedLongitude,Trip,UnitName,VehicleId
12/29/2017 1:59:48 PM,30,25,vurjyhfx.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:13 PM,4e4ff4dd-1a0d-4895-8372-75dea5bc2b4b,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,1fgk41h5.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,a063f5b4-fff5-460a-8c9c-2744a03b65c1,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,15,1fgk41h5.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:03 PM,a063f5b4-fff5-460a-8c9c-2744a03b65c1,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,24,hygf45hp.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:12 PM,f3bc8e7f-ef04-402e-aab4-35bace6f19da,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,20,wlx4fn2e.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:08 PM,e3a857bc-7355-4f46-a4f2-e441aeb68f04,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,13,5zg3opzk.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:01 PM,3182d978-869c-41b9-8fae-7da3501da4db,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,9,c2beyzcx.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:57 PM,73ed754e-9696-43c1-a61e-ca46680af606,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,pbwpunf4.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,5a1c5083-cb02-4b8c-bbec-f36df739f4c3,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,29,4lcirqkz.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:17 PM,49df8a3c-384b-4e3b-b725-471483a626d0,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,6,4lcirqkz.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:54 PM,49df8a3c-384b-4e3b-b725-471483a626d0,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,2,4lcirqkz.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:50 PM,49df8a3c-384b-4e3b-b725-471483a626d0,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,6,4lcirqkz.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:54 PM,49df8a3c-384b-4e3b-b725-471483a626d0,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,4lcirqkz.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,49df8a3c-384b-4e3b-b725-471483a626d0,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,cmm4itjq.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,035e60af-7f75-4152-bc90-101598768966,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,qgauxtja.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,cbd4a41c-e0eb-4a25-adfd-9abae8a55b5d,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,23,ig0yqdxl.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:11 PM,3e2534d9-96ae-4683-8cf1-23c5a9b7097c,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,23,5pof2tfo.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:11 PM,9da6aa2b-fb1d-4b69-90cb-ef11ab846f4c,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,gkidtbcp.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,4f8f547d-0951-4b3a-a776-dd731c0079d1,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,10,qutwtilh.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:58 PM,9e094c6c-ab9c-409e-991d-2edc24fde4a1,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,qutwtilh.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,9e094c6c-ab9c-409e-991d-2edc24fde4a1,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,2vnwcoxm.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,87badc46-a8e0-4433-b97e-409403794daa,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,11,1tqoo1lg.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:59 PM,231f5c94-a95e-45ba-b2a4-434cecef4b37,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,nbblrss1.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,024a991f-e90e-4f09-b98d-f3808209fb7f,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,24,nbblrss1.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:12 PM,024a991f-e90e-4f09-b98d-f3808209fb7f,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,5,052jo2lx.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:53 PM,bfaaa922-8575-49f6-810a-d703a497aaf9,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,y2xtcdaj.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,b7a3dc9c-57a0-4a26-b94c-da57d4d52d2e,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,15,hbwyckqn.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:03 PM,d8cb38d9-de11-44f8-8ede-2967907e4dff,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,24,hbwyckqn.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:12 PM,d8cb38d9-de11-44f8-8ede-2967907e4dff,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,24,hbwyckqn.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:12 PM,d8cb38d9-de11-44f8-8ede-2967907e4dff,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,313fltim.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,d5febc56-d064-4de0-a3af-24b82562b278,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,gc2cnhmh.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,81ff3242-53db-460d-b114-459eebe8403a,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,21,gc2cnhmh.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:09 PM,81ff3242-53db-460d-b114-459eebe8403a,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,29,gc2cnhmh.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:17 PM,81ff3242-53db-460d-b114-459eebe8403a,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,gc2cnhmh.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,81ff3242-53db-460d-b114-459eebe8403a,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,16,sjxwe4ig.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:04 PM,d9327486-25b0-464a-b9be-f090d7533809,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,sjxwe4ig.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,d9327486-25b0-464a-b9be-f090d7533809,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,15,iyumyowj.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:03 PM,2c6259d3-93b6-4b3b-ae0a-fc935db3c7f3,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,vctl00gp.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,ecb6c9a7-fff5-4a6e-9597-ac631c37f0c1,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,vctl00gp.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,ecb6c9a7-fff5-4a6e-9597-ac631c37f0c1,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,vctl00gp.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,ecb6c9a7-fff5-4a6e-9597-ac631c37f0c1,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,28,vctl00gp.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:16 PM,ecb6c9a7-fff5-4a6e-9597-ac631c37f0c1,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,10,vctl00gp.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:58 PM,ecb6c9a7-fff5-4a6e-9597-ac631c37f0c1,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,15,oacs23ii.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:03 PM,909d88df-b99a-47fb-8106-35a9e0673e0e,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,oacs23ii.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,909d88df-b99a-47fb-8106-35a9e0673e0e,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,kt2o1np2.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,3eef62ad-7975-437f-98fc-3373dd7f927f,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,n0yw2iin.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,6a17c3ef-e1c0-4e1a-963b-3468bbd4f412,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,5,n0yw2iin.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:53 PM,6a17c3ef-e1c0-4e1a-963b-3468bbd4f412,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,7,n0yw2iin.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:55 PM,6a17c3ef-e1c0-4e1a-963b-3468bbd4f412,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,22,n0yw2iin.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:10 PM,6a17c3ef-e1c0-4e1a-963b-3468bbd4f412,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,n0yw2iin.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,6a17c3ef-e1c0-4e1a-963b-3468bbd4f412,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,27,n0yw2iin.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:15 PM,6a17c3ef-e1c0-4e1a-963b-3468bbd4f412,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,n0yw2iin.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,6a17c3ef-e1c0-4e1a-963b-3468bbd4f412,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,n0yw2iin.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,6a17c3ef-e1c0-4e1a-963b-3468bbd4f412,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,7,n0yw2iin.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:55 PM,6a17c3ef-e1c0-4e1a-963b-3468bbd4f412,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,4,a2ly2eas.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:52 PM,4bc708f8-f2ef-4b05-9261-d43ac8465e00,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,4,a2ly2eas.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:52 PM,4bc708f8-f2ef-4b05-9261-d43ac8465e00,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,14,3uad0i3m.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:02 PM,d67447d2-db9b-4c9d-8845-c2669bc04002,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,huz1kdfe.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,02320fdb-8882-4484-86fd-10dd5b30fd70,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,14,yk42ufmm.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:02 PM,c7efe276-a9d6-4442-bfcc-3d94d5f745c0,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,7,yk42ufmm.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:55 PM,c7efe276-a9d6-4442-bfcc-3d94d5f745c0,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,1,yk42ufmm.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:49 PM,c7efe276-a9d6-4442-bfcc-3d94d5f745c0,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,zz1mahej.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,8f90ad03-a93e-48e3-8fe6-c8297c7ddcca,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,13,zz1mahej.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:01 PM,8f90ad03-a93e-48e3-8fe6-c8297c7ddcca,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,24,zz1mahej.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:12 PM,8f90ad03-a93e-48e3-8fe6-c8297c7ddcca,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,0c0pnooy.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,39550da1-b91e-4523-b3dd-e618b7d16d78,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,17,zgds1wto.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:05 PM,29579533-7c71-48ff-90a4-4e960cd214fa,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,27,zgds1wto.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:15 PM,29579533-7c71-48ff-90a4-4e960cd214fa,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,zgds1wto.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,29579533-7c71-48ff-90a4-4e960cd214fa,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,1ddrrsax.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,7ccce8e3-8ce3-4332-a0d8-da85d2328236,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,1ddrrsax.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,7ccce8e3-8ce3-4332-a0d8-da85d2328236,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,25,ho2lv3l5.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:13 PM,28218214-f7e7-421f-b02d-8633b171e7c7,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,14,ho2lv3l5.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:02 PM,28218214-f7e7-421f-b02d-8633b171e7c7,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,ixq00jtj.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,5dace8ee-cfa2-40c2-b0b0-cdd1e3f2c167,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,ixq00jtj.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,5dace8ee-cfa2-40c2-b0b0-cdd1e3f2c167,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,22,ixq00jtj.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:10 PM,5dace8ee-cfa2-40c2-b0b0-cdd1e3f2c167,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,ixq00jtj.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,5dace8ee-cfa2-40c2-b0b0-cdd1e3f2c167,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,20,zh2dkehs.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:08 PM,b47f0bd6-901e-482a-b1c2-453cac8c1585,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,8,2avsu5wi.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 1:59:56 PM,1685d459-4518-4a6d-9c6d-01bfabe7e1e4,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,pshndgsc.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,504f046f-06c4-41e6-bfc9-971b1b34c91a,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,15,niwsseno.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:03 PM,44bdb914-b39c-42c1-bd35-2e21600f6798,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,26,niwsseno.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:14 PM,44bdb914-b39c-42c1-bd35-2e21600f6798,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,30,12heyey4.jpg,False,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:18 PM,af49cb59-5ea5-4bc2-bcc2-d25f0bdd893f,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
12/29/2017 1:59:48 PM,30,26,12heyey4.jpg,True,0,12/29/2017 1:59:48 PM,12/29/2017 2:00:14 PM,af49cb59-5ea5-4bc2-bcc2-d25f0bdd893f,ROUTE_12/29/2017 1:59:48 PM,33.019844,-96.698883,,,,TFT-83-40-E1,123456789
